siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
sfy-shadyck,vandz-rootcreek,sfy-shadyck_vandz-rootcreek,NE-33,NW-56,275.91,0.229149
sfy-shadyck,vandz-shanty,sfy-shadyck_vandz-shanty,NE-33,NW-57,238.16,0.251746
sfy-springck,smith-hurdygurdyck,sfy-springck_smith-hurdygurdyck,NE-34,NW-50,360.34,0.27128
sfy-springck,soquel-ebsc,sfy-springck_soquel-ebsc,NE-34,W-63,263.9,0.345498
sfy-springck,ssantiam,sfy-springck_ssantiam,NE-34,NW-51,575.49,0.287031
sfy-springck,trin-sftrinity,sfy-springck_trin-sftrinity,NE-34,NW-52,272.16,0.226917
sfy-springck,trin-sftrinity-sandybar,sfy-springck_trin-sftrinity-sandybar,NE-34,NW-53,281.67,0.246672
sfy-springck,trin-tishtang,sfy-springck_trin-tishtang,NE-34,NW-54,293.23,0.247582
sfy-springck,tuo-clavey,sfy-springck_tuo-clavey,NE-34,E-2,179.72,0.319417
sfy-springck,vandz-dinsmore,sfy-springck_vandz-dinsmore,NE-34,NW-55,256.85,0.241899
sfy-springck,vandz-rootcreek,sfy-springck_vandz-rootcreek,NE-34,NW-56,282.39,0.240999
sfy-springck,vandz-shanty,sfy-springck_vandz-shanty,NE-34,NW-57,244.62,0.261821
fea-beanck,fea-spanish-bgulch,fea-beanck_fea-spanish-bgulch,N-Fea-35,N-Fea-36,1.53,0.006853
fea-beanck,fea-spanishck,fea-beanck_fea-spanishck,N-Fea-35,N-Fea-38,5.08,0.014119
fea-beanck,fea-spanish-silverck,fea-beanck_fea-spanish-silverck,N-Fea-35,N-Fea-37,3.44,0.016606
fea-beanck,mad-mapleck,fea-beanck_mad-mapleck,N-Fea-35,NW-41,253.78,0.244426
fea-beanck,mad-redwoodck,fea-beanck_mad-redwoodck,N-Fea-35,NW-42,283.39,0.235767
fea-beanck,mad-redwoodck2,fea-beanck_mad-redwoodck2,N-Fea-35,NW-43,285.22,0.229286
fea-beanck,mat-bearriver,fea-beanck_mat-bearriver,N-Fea-35,NW-44,284.59,0.230693
fea-beanck,mat-lowermattole,fea-beanck_mat-lowermattole,N-Fea-35,NW-45,275.22,0.230478
fea-beanck,mfa-amec,fea-beanck_mfa-amec,N-Fea-35,NE-9,115.45,0.264973
fea-beanck,mfa-gasc,fea-beanck_mfa-gasc,N-Fea-35,NE-10,111.97,0.265293
fea-beanck,mfa-todc,fea-beanck_mfa-todc,N-Fea-35,NE-11,112.37,0.273109
fea-beanck,mfy-oregck,fea-beanck_mfy-oregck,N-Fea-35,NE-12,58.47,0.232629
fea-beanck,mfy-us-oh,fea-beanck_mfy-us-oh,N-Fea-35,NE-13,62.15,0.229512
fea-beanck,nfa,fea-beanck_nfa,N-Fea-35,NE-14,96.23,0.239863
fea-beanck,nfa-bunc,fea-beanck_nfa-bunc,N-Fea-35,NE-15,104.39,0.244943
fea-beanck,nfa-euchds,fea-beanck_nfa-euchds,N-Fea-35,NE-16,91.27,0.255687
fea-beanck,nfa-euchus,fea-beanck_nfa-euchus,N-Fea-35,NE-17,91.62,0.243327
fea-beanck,nfa-indc,fea-beanck_nfa-indc,N-Fea-35,NE-18,102.32,0.258773
fea-beanck,nfa-pond,fea-beanck_nfa-pond,N-Fea-35,NE-19,108.2,0.232094
fea-beanck,nfa-robr,fea-beanck_nfa-robr,N-Fea-35,NE-20,96.84,0.232541
fea-beanck,nfa-saic,fea-beanck_nfa-saic,N-Fea-35,NE-21,97.54,0.257143
fea-beanck,nfa-shic,fea-beanck_nfa-shic,N-Fea-35,NE-22,103.78,0.240994
fea-beanck,nfa-slar,fea-beanck_nfa-slar,N-Fea-35,NE-23,97.49,0.248784
fea-beanck,nff-poe,fea-beanck_nff-poe,N-Fea-35,N-Fea-39,41.85,0.18755
fea-beanck,nfmfa-sc,fea-beanck_nfmfa-sc,N-Fea-35,NE-24,109.18,0.24999
fea-beanck,nfy,fea-beanck_nfy,N-Fea-35,NE-25,51.48,0.232017
fea-beanck,nfy-slate-cgrav,fea-beanck_nfy-slate-cgrav,N-Fea-35,NE-26,33.4,0.195547
fea-beanck,paj-clearck,fea-beanck_paj-clearck,N-Fea-35,W-61,400.4,0.320818
fea-beanck,paj-sanbenito,fea-beanck_paj-sanbenito,N-Fea-35,W-62,404.26,0.312134
fea-beanck,put-cold,fea-beanck_put-cold,N-Fea-35,NW-46,185.17,0.288315
fea-beanck,put-wildhorseck,fea-beanck_put-wildhorseck,N-Fea-35,NW-47,185.88,0.275262
fea-beanck,rub-lc-us,fea-beanck_rub-lc-us,N-Fea-35,NE-27,113.9,0.257522
fea-beanck,rub-usph,fea-beanck_rub-usph,N-Fea-35,NE-28,111.97,0.256983
fea-beanck,russ-mwsprngck,fea-beanck_russ-mwsprngck,N-Fea-35,NW-48,210.97,0.252556
fea-beanck,salin-losburros,fea-beanck_salin-losburros,N-Fea-35,SW-58,455.55,0.338441
fea-beanck,sancarp-dutrack,fea-beanck_sancarp-dutrack,N-Fea-35,SW-59,462.75,0.320213
fea-beanck,sfa-cami,fea-beanck_sfa-cami,N-Fea-35,E-1,135.6,0.272841
fea-beanck,sfeel-cedar,fea-beanck_sfeel-cedar,N-Fea-35,NW-49,219.56,0.250794
fea-beanck,sfy-fallck,fea-beanck_sfy-fallck,N-Fea-35,NE-29,74.29,0.239126
fea-beanck,sfy-loga,fea-beanck_sfy-loga,N-Fea-35,NE-30,69.42,0.216505
fea-beanck,sfy-misc,fea-beanck_sfy-misc,N-Fea-35,NE-31,69.63,0.218734
fea-beanck,sfy-rockck,fea-beanck_sfy-rockck,N-Fea-35,NE-32,71.36,0.235439
fea-beanck,sfy-shadyck,fea-beanck_sfy-shadyck,N-Fea-35,NE-33,68.18,0.239906
fea-beanck,sfy-springck,fea-beanck_sfy-springck,N-Fea-35,NE-34,71.06,0.236288
fea-beanck,smith-hurdygurdyck,fea-beanck_smith-hurdygurdyck,N-Fea-35,NW-50,305.48,0.240896
fea-beanck,soquel-ebsc,fea-beanck_soquel-ebsc,N-Fea-35,W-63,329.65,0.303774
fea-beanck,ssantiam,fea-beanck_ssantiam,N-Fea-35,NW-51,504.95,0.234459
fea-beanck,trin-sftrinity,fea-beanck_trin-sftrinity,N-Fea-35,NW-52,228.78,0.204853
fea-beanck,trin-sftrinity-sandybar,fea-beanck_trin-sftrinity-sandybar,N-Fea-35,NW-53,236.82,0.228705
fea-beanck,trin-tishtang,fea-beanck_trin-tishtang,N-Fea-35,NW-54,245.83,0.231058
fea-beanck,tuo-clavey,fea-beanck_tuo-clavey,N-Fea-35,E-2,248.05,0.288196
fea-beanck,vandz-dinsmore,fea-beanck_vandz-dinsmore,N-Fea-35,NW-55,221.01,0.22303
fea-beanck,vandz-rootcreek,fea-beanck_vandz-rootcreek,N-Fea-35,NW-56,249.43,0.216658
fea-beanck,vandz-shanty,fea-beanck_vandz-shanty,N-Fea-35,NW-57,211.17,0.233325
fea-spanish-bgulch,fea-spanishck,fea-spanish-bgulch_fea-spanishck,N-Fea-36,N-Fea-38,4.88,0.014632
fea-spanish-bgulch,fea-spanish-silverck,fea-spanish-bgulch_fea-spanish-silverck,N-Fea-36,N-Fea-37,1.92,0.016184
fea-spanish-bgulch,mad-mapleck,fea-spanish-bgulch_mad-mapleck,N-Fea-36,NW-41,254.03,0.252726
fea-spanish-bgulch,mad-redwoodck,fea-spanish-bgulch_mad-redwoodck,N-Fea-36,NW-42,283.86,0.244539
fea-spanish-bgulch,mad-redwoodck2,fea-spanish-bgulch_mad-redwoodck2,N-Fea-36,NW-43,285.7,0.237514
fea-spanish-bgulch,mat-bearriver,fea-spanish-bgulch_mat-bearriver,N-Fea-36,NW-44,284.59,0.239494
fea-spanish-bgulch,mat-lowermattole,fea-spanish-bgulch_mat-lowermattole,N-Fea-36,NW-45,275.14,0.23996
fea-spanish-bgulch,mfa-amec,fea-spanish-bgulch_mfa-amec,N-Fea-36,NE-9,114,0.27068
fea-spanish-bgulch,mfa-gasc,fea-spanish-bgulch_mfa-gasc,N-Fea-36,NE-10,110.52,0.271338
fea-spanish-bgulch,mfa-todc,fea-spanish-bgulch_mfa-todc,N-Fea-36,NE-11,110.93,0.278006
fea-spanish-bgulch,mfy-oregck,fea-spanish-bgulch_mfy-oregck,N-Fea-36,NE-12,56.99,0.241554
fea-spanish-bgulch,mfy-us-oh,fea-spanish-bgulch_mfy-us-oh,N-Fea-36,NE-13,60.72,0.237447
fea-spanish-bgulch,nfa,fea-spanish-bgulch_nfa,N-Fea-36,NE-14,94.8,0.24789
fea-spanish-bgulch,nfa-bunc,fea-spanish-bgulch_nfa-bunc,N-Fea-36,NE-15,102.96,0.24886
fea-spanish-bgulch,nfa-euchds,fea-spanish-bgulch_nfa-euchds,N-Fea-36,NE-16,89.95,0.265618
fea-spanish-bgulch,nfa-euchus,fea-spanish-bgulch_nfa-euchus,N-Fea-36,NE-17,90.31,0.252973
fea-spanish-bgulch,nfa-indc,fea-spanish-bgulch_nfa-indc,N-Fea-36,NE-18,100.89,0.268637
fea-spanish-bgulch,nfa-pond,fea-spanish-bgulch_nfa-pond,N-Fea-36,NE-19,106.75,0.245744
fea-spanish-bgulch,nfa-robr,fea-spanish-bgulch_nfa-robr,N-Fea-36,NE-20,95.4,0.236327
fea-spanish-bgulch,nfa-saic,fea-spanish-bgulch_nfa-saic,N-Fea-36,NE-21,96.44,0.26685
fea-spanish-bgulch,nfa-shic,fea-spanish-bgulch_nfa-shic,N-Fea-36,NE-22,102.35,0.249355
fea-spanish-bgulch,nfa-slar,fea-spanish-bgulch_nfa-slar,N-Fea-36,NE-23,96.06,0.257501
fea-spanish-bgulch,nff-poe,fea-spanish-bgulch_nff-poe,N-Fea-36,N-Fea-39,40.69,0.193299
fea-spanish-bgulch,nfmfa-sc,fea-spanish-bgulch_nfmfa-sc,N-Fea-36,NE-24,107.83,0.252864
fea-spanish-bgulch,nfy,fea-spanish-bgulch_nfy,N-Fea-36,NE-25,50.07,0.239932
fea-spanish-bgulch,nfy-slate-cgrav,fea-spanish-bgulch_nfy-slate-cgrav,N-Fea-36,NE-26,32.14,0.20758
fea-spanish-bgulch,paj-clearck,fea-spanish-bgulch_paj-clearck,N-Fea-36,W-61,398.94,0.334469
fea-spanish-bgulch,paj-sanbenito,fea-spanish-bgulch_paj-sanbenito,N-Fea-36,W-62,402.8,0.322173
fea-spanish-bgulch,put-cold,fea-spanish-bgulch_put-cold,N-Fea-36,NW-46,183.7,0.301987
fea-spanish-bgulch,put-wildhorseck,fea-spanish-bgulch_put-wildhorseck,N-Fea-36,NW-47,184.41,0.285485
fea-spanish-bgulch,rub-lc-us,fea-spanish-bgulch_rub-lc-us,N-Fea-36,NE-27,112.57,0.264207
fea-spanish-bgulch,rub-usph,fea-spanish-bgulch_rub-usph,N-Fea-36,NE-28,110.62,0.262574
fea-spanish-bgulch,russ-mwsprngck,fea-spanish-bgulch_russ-mwsprngck,N-Fea-36,NW-48,209.65,0.26262
fea-spanish-bgulch,salin-losburros,fea-spanish-bgulch_salin-losburros,N-Fea-36,SW-58,454.04,0.351001
fea-spanish-bgulch,sancarp-dutrack,fea-spanish-bgulch_sancarp-dutrack,N-Fea-36,SW-59,461.25,0.33144
fea-spanish-bgulch,sfa-cami,fea-spanish-bgulch_sfa-cami,N-Fea-36,E-1,134.3,0.277524
fea-spanish-bgulch,sfeel-cedar,fea-spanish-bgulch_sfeel-cedar,N-Fea-36,NW-49,219.1,0.261728
fea-spanish-bgulch,sfy-fallck,fea-spanish-bgulch_sfy-fallck,N-Fea-36,NE-29,73.06,0.246952
fea-spanish-bgulch,sfy-loga,fea-spanish-bgulch_sfy-loga,N-Fea-36,NE-30,68.09,0.221047
fea-spanish-bgulch,sfy-misc,fea-spanish-bgulch_sfy-misc,N-Fea-36,NE-31,68.27,0.221565
fea-spanish-bgulch,sfy-rockck,fea-spanish-bgulch_sfy-rockck,N-Fea-36,NE-32,69.92,0.242406
fea-spanish-bgulch,sfy-shadyck,fea-spanish-bgulch_sfy-shadyck,N-Fea-36,NE-33,66.7,0.246382
fea-spanish-bgulch,sfy-springck,fea-spanish-bgulch_sfy-springck,N-Fea-36,NE-34,69.62,0.248755
fea-spanish-bgulch,smith-hurdygurdyck,fea-spanish-bgulch_smith-hurdygurdyck,N-Fea-36,NW-50,306.19,0.247059
fea-spanish-bgulch,soquel-ebsc,fea-spanish-bgulch_soquel-ebsc,N-Fea-36,W-63,328.12,0.312879
fea-spanish-bgulch,ssantiam,fea-spanish-bgulch_ssantiam,N-Fea-36,NW-51,506.32,0.242339
fea-spanish-bgulch,trin-sftrinity,fea-spanish-bgulch_trin-sftrinity,N-Fea-36,NW-52,229.1,0.217244
fea-spanish-bgulch,trin-sftrinity-sandybar,fea-spanish-bgulch_trin-sftrinity-sandybar,N-Fea-36,NW-53,237.19,0.240537
fea-spanish-bgulch,trin-tishtang,fea-spanish-bgulch_trin-tishtang,N-Fea-36,NW-54,246.28,0.239393
fea-spanish-bgulch,tuo-clavey,fea-spanish-bgulch_tuo-clavey,N-Fea-36,E-2,246.76,0.302047
fea-spanish-bgulch,vandz-dinsmore,fea-spanish-bgulch_vandz-dinsmore,N-Fea-36,NW-55,221.12,0.232289
fea-spanish-bgulch,vandz-rootcreek,fea-spanish-bgulch_vandz-rootcreek,N-Fea-36,NW-56,249.48,0.229384
fea-spanish-bgulch,vandz-shanty,fea-spanish-bgulch_vandz-shanty,N-Fea-36,NW-57,211.2,0.244482
fea-spanishck,mad-mapleck,fea-spanishck_mad-mapleck,N-Fea-38,NW-41,258.82,0.247317
fea-spanishck,mad-redwoodck,fea-spanishck_mad-redwoodck,N-Fea-38,NW-42,288.47,0.243142
fea-spanishck,mad-redwoodck2,fea-spanishck_mad-redwoodck2,N-Fea-38,NW-43,290.3,0.23521
fea-spanishck,mat-bearriver,fea-spanishck_mat-bearriver,N-Fea-38,NW-44,289.48,0.239221
fea-spanishck,mat-lowermattole,fea-spanishck_mat-lowermattole,N-Fea-38,NW-45,280.02,0.233177
fea-spanishck,mfa-amec,fea-spanishck_mfa-amec,N-Fea-38,NE-9,112.66,0.281545
fea-spanishck,mfa-gasc,fea-spanishck_mfa-gasc,N-Fea-38,NE-10,109.13,0.27988
fea-spanishck,mfa-todc,fea-spanishck_mfa-todc,N-Fea-38,NE-11,109.5,0.287137
fea-spanishck,mfy-oregck,fea-spanishck_mfy-oregck,N-Fea-38,NE-12,56.05,0.243169
fea-spanishck,mfy-us-oh,fea-spanishck_mfy-us-oh,N-Fea-38,NE-13,59.32,0.235678
fea-spanishck,nfa,fea-spanishck_nfa,N-Fea-38,NE-14,93.26,0.249789
fea-spanishck,nfa-bunc,fea-spanishck_nfa-bunc,N-Fea-38,NE-15,101.44,0.258435
fea-spanishck,nfa-euchds,fea-spanishck_nfa-euchds,N-Fea-38,NE-16,87.68,0.258875
fea-spanishck,nfa-euchus,fea-spanishck_nfa-euchus,N-Fea-38,NE-17,88,0.251238
fea-spanishck,nfa-indc,fea-spanishck_nfa-indc,N-Fea-38,NE-18,99.35,0.263274
fea-spanishck,nfa-pond,fea-spanishck_nfa-pond,N-Fea-38,NE-19,105.37,0.242309
fea-spanishck,nfa-robr,fea-spanishck_nfa-robr,N-Fea-38,NE-20,93.91,0.242171
fea-spanishck,nfa-saic,fea-spanishck_nfa-saic,N-Fea-38,NE-21,93.19,0.260901
fea-spanishck,nfa-shic,fea-spanishck_nfa-shic,N-Fea-38,NE-22,100.79,0.245557
fea-spanishck,nfa-slar,fea-spanishck_nfa-slar,N-Fea-38,NE-23,94.57,0.255667
fea-spanishck,nff-poe,fea-spanishck_nff-poe,N-Fea-38,N-Fea-39,44.15,0.196853
fea-spanishck,nfmfa-sc,fea-spanishck_nfmfa-sc,N-Fea-38,NE-24,105.69,0.26448
fea-spanishck,nfy,fea-spanishck_nfy,N-Fea-38,NE-25,48.47,0.24467
fea-spanishck,nfy-slate-cgrav,fea-spanishck_nfy-slate-cgrav,N-Fea-38,NE-26,29.66,0.212698
fea-spanishck,paj-clearck,fea-spanishck_paj-clearck,N-Fea-38,W-61,397.68,0.330529
fea-spanishck,paj-sanbenito,fea-spanishck_paj-sanbenito,N-Fea-38,W-62,401.46,0.322579
fea-spanishck,put-cold,fea-spanishck_put-cold,N-Fea-38,NW-46,185.26,0.295241
fea-spanishck,put-wildhorseck,fea-spanishck_put-wildhorseck,N-Fea-38,NW-47,185.93,0.281983
fea-spanishck,rub-lc-us,fea-spanishck_rub-lc-us,N-Fea-38,NE-27,110.32,0.268397
fea-spanishck,rub-usph,fea-spanishck_rub-usph,N-Fea-38,NE-28,108.46,0.268256
fea-spanishck,russ-mwsprngck,fea-spanishck_russ-mwsprngck,N-Fea-38,NW-48,212.25,0.260738
fea-spanishck,salin-losburros,fea-spanishck_salin-losburros,N-Fea-38,SW-58,453.35,0.348619
fea-spanishck,sancarp-dutrack,fea-spanishck_sancarp-dutrack,N-Fea-38,SW-59,460.55,0.33294
fea-spanishck,sfa-cami,fea-spanishck_sfa-cami,N-Fea-38,E-1,131.92,0.288986
fea-spanishck,sfeel-cedar,fea-spanishck_sfeel-cedar,N-Fea-38,NW-49,223.81,0.255745
fea-spanishck,sfy-fallck,fea-spanishck_sfy-fallck,N-Fea-38,NE-29,70.35,0.244819
fea-spanishck,sfy-loga,fea-spanishck_sfy-loga,N-Fea-38,NE-30,65.92,0.230872
fea-spanishck,sfy-misc,fea-spanishck_sfy-misc,N-Fea-38,NE-31,66.28,0.237528
fea-spanishck,sfy-rockck,fea-spanishck_sfy-rockck,N-Fea-38,NE-32,68.57,0.235704
fea-spanishck,sfy-shadyck,fea-spanishck_sfy-shadyck,N-Fea-38,NE-33,65.77,0.248353
fea-spanishck,sfy-springck,fea-spanishck_sfy-springck,N-Fea-38,NE-34,68.28,0.243155
fea-spanishck,smith-hurdygurdyck,fea-spanishck_smith-hurdygurdyck,N-Fea-38,NW-50,310.46,0.244492
fea-spanishck,soquel-ebsc,fea-spanishck_soquel-ebsc,N-Fea-38,W-63,328.36,0.316181
fea-spanishck,ssantiam,fea-spanishck_ssantiam,N-Fea-38,NW-51,508.38,0.243293
fea-spanishck,trin-sftrinity,fea-spanishck_trin-sftrinity,N-Fea-38,NW-52,233.85,0.214205
fea-spanishck,trin-sftrinity-sandybar,fea-spanishck_trin-sftrinity-sandybar,N-Fea-38,NW-53,241.89,0.234219
fea-spanishck,trin-tishtang,fea-spanishck_trin-tishtang,N-Fea-38,NW-54,250.91,0.235125
fea-spanishck,tuo-clavey,fea-spanishck_tuo-clavey,N-Fea-38,E-2,244.27,0.300345
fea-spanishck,vandz-dinsmore,fea-spanishck_vandz-dinsmore,N-Fea-38,NW-55,225.98,0.231821
fea-spanishck,vandz-rootcreek,fea-spanishck_vandz-rootcreek,N-Fea-38,NW-56,254.35,0.227299
fea-spanishck,vandz-shanty,fea-spanishck_vandz-shanty,N-Fea-38,NW-57,216.08,0.235568
fea-spanish-silverck,fea-spanishck,fea-spanish-silverck_fea-spanishck,N-Fea-37,N-Fea-38,5.05,0.00763
fea-spanish-silverck,mad-mapleck,fea-spanish-silverck_mad-mapleck,N-Fea-37,NW-41,254.62,0.253699
fea-spanish-silverck,mad-redwoodck,fea-spanish-silverck_mad-redwoodck,N-Fea-37,NW-42,284.71,0.249359
fea-spanish-silverck,mad-redwoodck2,fea-spanish-silverck_mad-redwoodck2,N-Fea-37,NW-43,286.56,0.238544
fea-spanish-silverck,mat-bearriver,fea-spanish-silverck_mat-bearriver,N-Fea-37,NW-44,284.87,0.243383
fea-spanish-silverck,mat-lowermattole,fea-spanish-silverck_mat-lowermattole,N-Fea-37,NW-45,275.31,0.242575
fea-spanish-silverck,mfa-amec,fea-spanish-silverck_mfa-amec,N-Fea-37,NE-9,112.11,0.283237
fea-spanish-silverck,mfa-gasc,fea-spanish-silverck_mfa-gasc,N-Fea-37,NE-10,108.64,0.284057
fea-spanish-silverck,mfa-todc,fea-spanish-silverck_mfa-todc,N-Fea-37,NE-11,109.05,0.292253
fea-spanish-silverck,mfy-oregck,fea-spanish-silverck_mfy-oregck,N-Fea-37,NE-12,55.08,0.248544
fea-spanish-silverck,mfy-us-oh,fea-spanish-silverck_mfy-us-oh,N-Fea-37,NE-13,58.84,0.240619
fea-spanish-silverck,nfa,fea-spanish-silverck_nfa,N-Fea-37,NE-14,92.93,0.2536
fea-spanish-silverck,nfa-bunc,fea-spanish-silverck_nfa-bunc,N-Fea-37,NE-15,101.08,0.263912
fea-spanish-silverck,nfa-euchds,fea-spanish-silverck_nfa-euchds,N-Fea-37,NE-16,88.17,0.27359
fea-spanish-silverck,nfa-euchus,fea-spanish-silverck_nfa-euchus,N-Fea-37,NE-17,88.55,0.265204
fea-spanish-silverck,nfa-indc,fea-spanish-silverck_nfa-indc,N-Fea-37,NE-18,99.02,0.272102
fea-spanish-silverck,nfa-pond,fea-spanish-silverck_nfa-pond,N-Fea-37,NE-19,104.87,0.256855
fea-spanish-silverck,nfa-robr,fea-spanish-silverck_nfa-robr,N-Fea-37,NE-20,93.53,0.243691
fea-spanish-silverck,nfa-saic,fea-spanish-silverck_nfa-saic,N-Fea-37,NE-21,94.9,0.272612
fea-spanish-silverck,nfa-shic,fea-spanish-silverck_nfa-shic,N-Fea-37,NE-22,100.48,0.252663
fea-spanish-silverck,nfa-slar,fea-spanish-silverck_nfa-slar,N-Fea-37,NE-23,94.19,0.266863
fea-spanish-silverck,nff-poe,fea-spanish-silverck_nff-poe,N-Fea-37,N-Fea-39,39.46,0.193761
fea-spanish-silverck,nfmfa-sc,fea-spanish-silverck_nfmfa-sc,N-Fea-37,NE-24,106.04,0.265255
fea-spanish-silverck,nfy,fea-spanish-silverck_nfy,N-Fea-37,NE-25,48.22,0.25168
fea-spanish-silverck,nfy-slate-cgrav,fea-spanish-silverck_nfy-slate-cgrav,N-Fea-37,NE-26,30.46,0.209106
fea-spanish-silverck,paj-clearck,fea-spanish-silverck_paj-clearck,N-Fea-37,W-61,397.04,0.340028
fea-spanish-silverck,paj-sanbenito,fea-spanish-silverck_paj-sanbenito,N-Fea-37,W-62,400.91,0.328917
fea-spanish-silverck,put-cold,fea-spanish-silverck_put-cold,N-Fea-37,NW-46,181.95,0.303207
fea-spanish-silverck,put-wildhorseck,fea-spanish-silverck_put-wildhorseck,N-Fea-37,NW-47,182.65,0.287593
fea-spanish-silverck,rub-lc-us,fea-spanish-silverck_rub-lc-us,N-Fea-37,NE-27,110.8,0.280373
fea-spanish-silverck,rub-usph,fea-spanish-silverck_rub-usph,N-Fea-37,NE-28,108.83,0.272452
fea-spanish-silverck,russ-mwsprngck,fea-spanish-silverck_russ-mwsprngck,N-Fea-37,NW-48,208.13,0.261578
fea-spanish-silverck,salin-losburros,fea-spanish-silverck_salin-losburros,N-Fea-37,SW-58,452.12,0.359154
fea-spanish-silverck,sancarp-dutrack,fea-spanish-silverck_sancarp-dutrack,N-Fea-37,SW-59,459.32,0.33983
fea-spanish-silverck,sfa-cami,fea-spanish-silverck_sfa-cami,N-Fea-37,E-1,132.54,0.29461
fea-spanish-silverck,sfeel-cedar,fea-spanish-silverck_sfeel-cedar,N-Fea-37,NW-49,218.8,0.26021
fea-spanish-silverck,sfy-fallck,fea-spanish-silverck_sfy-fallck,N-Fea-37,NE-29,71.38,0.258684
fea-spanish-silverck,sfy-loga,fea-spanish-silverck_sfy-loga,N-Fea-37,NE-30,66.3,0.238596
fea-spanish-silverck,sfy-misc,fea-spanish-silverck_sfy-misc,N-Fea-37,NE-31,66.46,0.242735
fea-spanish-silverck,sfy-rockck,fea-spanish-silverck_sfy-rockck,N-Fea-37,NE-32,68.04,0.256728
fea-spanish-silverck,sfy-shadyck,fea-spanish-silverck_sfy-shadyck,N-Fea-37,NE-33,64.78,0.254947
fea-spanish-silverck,sfy-springck,fea-spanish-silverck_sfy-springck,N-Fea-37,NE-34,67.73,0.25705
fea-spanish-silverck,smith-hurdygurdyck,fea-spanish-silverck_smith-hurdygurdyck,N-Fea-37,NW-50,307.31,0.2378
fea-spanish-silverck,soquel-ebsc,fea-spanish-silverck_soquel-ebsc,N-Fea-37,W-63,326.22,0.320228
fea-spanish-silverck,ssantiam,fea-spanish-silverck_ssantiam,N-Fea-37,NW-51,508.14,0.253715
fea-spanish-silverck,trin-sftrinity,fea-spanish-silverck_trin-sftrinity,N-Fea-37,NW-52,229.77,0.218507
fea-spanish-silverck,trin-sftrinity-sandybar,fea-spanish-silverck_trin-sftrinity-sandybar,N-Fea-37,NW-53,237.91,0.243533
fea-spanish-silverck,trin-tishtang,fea-spanish-silverck_trin-tishtang,N-Fea-37,NW-54,247.1,0.240427
fea-spanish-silverck,tuo-clavey,fea-spanish-silverck_tuo-clavey,N-Fea-37,E-2,245.02,0.315312
fea-spanish-silverck,vandz-dinsmore,fea-spanish-silverck_vandz-dinsmore,N-Fea-37,NW-55,221.52,0.234315
fea-spanish-silverck,vandz-rootcreek,fea-spanish-silverck_vandz-rootcreek,N-Fea-37,NW-56,249.81,0.236777
fea-spanish-silverck,vandz-shanty,fea-spanish-silverck_vandz-shanty,N-Fea-37,NW-57,211.51,0.242946
nff-poe,nfmfa-sc,nff-poe_nfmfa-sc,N-Fea-39,NE-24,101.33,0.250119
nff-poe,nfy,nff-poe_nfy,N-Fea-39,NE-25,49.09,0.225756
nff-poe,nfy-slate-cgrav,nff-poe_nfy-slate-cgrav,N-Fea-39,NE-26,45.86,0.213596
nff-poe,paj-clearck,nff-poe_paj-clearck,N-Fea-39,W-61,378.95,0.348056
nff-poe,paj-sanbenito,nff-poe_paj-sanbenito,N-Fea-39,W-62,383.44,0.337043
nff-poe,put-cold,nff-poe_put-cold,N-Fea-39,NW-46,147.77,0.279708
nff-poe,put-wildhorseck,nff-poe_put-wildhorseck,N-Fea-39,NW-47,148.65,0.251988
nff-poe,rub-lc-us,nff-poe_rub-lc-us,N-Fea-39,NE-27,106.78,0.26922
nff-poe,rub-usph,nff-poe_rub-usph,N-Fea-39,NE-28,104.08,0.2672
nff-poe,russ-mwsprngck,nff-poe_russ-mwsprngck,N-Fea-39,NW-48,169.91,0.232615
nff-poe,salin-losburros,nff-poe_salin-losburros,N-Fea-39,SW-58,429.73,0.36649
nff-poe,sancarp-dutrack,nff-poe_sancarp-dutrack,N-Fea-39,SW-59,436.9,0.352398
nff-poe,sfa-cami,nff-poe_sfa-cami,N-Fea-39,E-1,128.26,0.28795
nff-poe,sfeel-cedar,nff-poe_sfeel-cedar,N-Fea-39,NW-49,185.67,0.202285
nff-poe,sfy-fallck,nff-poe_sfy-fallck,N-Fea-39,NE-29,75.88,0.250994
nff-poe,sfy-loga,nff-poe_sfy-loga,N-Fea-39,NE-30,66.91,0.223273
nff-poe,sfy-misc,nff-poe_sfy-misc,N-Fea-39,NE-31,65.54,0.222741
nff-poe,sfy-rockck,nff-poe_sfy-rockck,N-Fea-39,NE-32,61.35,0.242152
nff-poe,sfy-shadyck,nff-poe_sfy-shadyck,N-Fea-39,NE-33,55.18,0.232116
nff-poe,sfy-springck,nff-poe_sfy-springck,N-Fea-39,NE-34,60.99,0.242892
nff-poe,smith-hurdygurdyck,nff-poe_smith-hurdygurdyck,N-Fea-39,NW-50,299.35,0.211968
nff-poe,soquel-ebsc,nff-poe_soquel-ebsc,N-Fea-39,W-63,298.28,0.323782
nff-poe,ssantiam,nff-poe_ssantiam,N-Fea-39,NW-51,523.23,0.281136
nff-poe,trin-sftrinity,nff-poe_trin-sftrinity,N-Fea-39,NW-52,212.42,0.154919
nff-poe,trin-sftrinity-sandybar,nff-poe_trin-sftrinity-sandybar,N-Fea-39,NW-53,221.65,0.165152
nff-poe,trin-tishtang,nff-poe_trin-tishtang,N-Fea-39,NW-54,232.78,0.16207
